,name,ufc_record,nickname,height,reach,weight,stance,DOB,SLpM,SApM,Str_Acc_pct,Str_Def_pct,TD_Avg,TD_Acc_pct,TD_Def_pct,Sub_Avg
3321,Thiago Tavares, 21-7-1,," 5' 7"""," 70""",145, Orthodox," Nov 08, 1984",2.0,2.31,40.0,62.0,3.83,42.0,62.0,1.5
3322,Jeremy Tavares, 1-6-0,, --, --,135,, --,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3323,Brad Tavares, 19-7-0,," 6' 1"""," 74""",185, Orthodox," Dec 21, 1987",3.18,2.76,42.0,57.0,0.91,27.0,79.0,0.0
3324,Paul Taylor, 11-6-1 (1 NC),RELENTLESS," 6' 0"""," 72""",155, Orthodox," Dec 15, 1979",4.44,4.47,47.0,55.0,0.27,25.0,56.0,0.5
3325,Jesse Taylor, 31-15-0,JT MONEY," 6' 0"""," 73""",170, Orthodox," Jan 02, 1983",1.94,0.55,65.0,38.0,7.28,50.0,100.0,3.1
3326,Torrance Taylor, 13-8-1,," 5' 7""", --,155,, --,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3327,Louis Taylor, 13-4-0,HANDGUNZ," 5' 11""", --,185, Orthodox," May 12, 1979",2.06,1.24,32.0,68.0,2.48,28.0,100.0,0.0
3328,Anthony Taylor, 1-3-0,PRETTY BOY," 5' 7""", --,145,, --,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3329,Danielle Taylor, 9-4-0,DYNAMITE," 5' 0"""," 60""",115, Orthodox," Oct 25, 1989",2.75,3.31,29.0,71.0,0.2,20.0,70.0,0.2
3330,J.T Taylor, 7-7-0,THE OUTLAW," 5' 10""", --,--,, --,3.17,3.7,80.0,26.0,3.96,100.0,0.0,7.9
3331,James Te Huna, 16-9-0,," 6' 2"""," 75""",185, Orthodox," Sep 29, 1981",4.04,2.99,51.0,62.0,2.75,37.0,58.0,0.2
3332,Shawn Teed, 5-2-0,," 6' 5""", --,265, Orthodox," Feb 13, 1992",1.4,13.31,42.0,21.0,0.0,0.0,0.0,0.0
3333,Glover Teixeira, 32-7-0,," 6' 2"""," 76""",205, Orthodox," Oct 28, 1979",3.75,3.84,47.0,54.0,2.04,40.0,60.0,1.0
3334,John Teixeira, 21-2-2,MACAPA," 5' 7""", --,145, Orthodox," Nov 18, 1986",3.36,3.2,35.0,63.0,1.0,27.0,71.0,0.7
3335,Ewerton Teixeira, 3-1-0,," 6' 1""", --,242,," Feb 13, 1982",2.0,3.22,39.0,35.0,0.0,0.0,33.0,0.0
3336,Tra Telligman, 7-5-1,TRAUMA," 6' 2""", --,233, Orthodox," Feb 07, 1965",1.83,3.02,35.0,56.0,0.87,100.0,80.0,0.0
3337,Taneisha Tennant, 5-1-0,TRIPLE THREAT," 5' 7"""," 70""",145, Orthodox," Jun 15, 1989",5.67,3.4,55.0,71.0,0.0,0.0,100.0,0.0
3338,Herman Terrado, 15-3-1,, --, --,170,, --,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3339,Dave Terrel, 7-7-0,THE BIONIC," 5' 8""", --,170, Southpaw," May 10, 1978",2.62,2.8,43.0,48.0,3.28,38.0,100.0,0.0
3340,David Terrell, 6-2-0,THE SOUL ASSASSIN," 6' 1""", --,185, Southpaw," Jan 09, 1978",2.34,2.71,63.0,37.0,5.54,50.0,0.0,5.5
3341,James Terry, 19-9-0,INTENSITY," 5' 10""", --,170, Orthodox," Mar 16, 1981",3.23,4.77,32.0,64.0,3.31,36.0,75.0,0.0
3342,Jeff Terry, 2-3-0,," 6' 2""", --,205,, --,1.09,9.27,50.0,19.0,0.0,0.0,100.0,0.0
3343,David Teymur, 8-2-0,," 5' 9"""," 73""",155, Southpaw," May 01, 1989",4.69,3.53,43.0,55.0,0.94,33.0,77.0,0.0
3344,Daniel Teymur, 7-4-0,KID DYNAMITE," 5' 5"""," 69""",145, Orthodox," Feb 03, 1988",3.08,3.93,46.0,56.0,0.56,18.0,60.0,0.3
3345,Motonobu Tezuka, 28-12-7,," 5' 7""", --,135, Southpaw," Aug 29, 1987",0.87,2.8,23.0,51.0,1.5,11.0,0.0,0.5
3346,Jason Thacker, 0-1-0,," 5' 10""", --,185, Orthodox," Aug 18, 1975",0.63,17.05,33.0,32.0,0.0,0.0,0.0,0.0
3347,Brandon Thatch, 11-5-0,RUKUS," 6' 2"""," 74""",170, Switch," Jul 11, 1985",2.7,3.63,42.0,52.0,1.36,66.0,50.0,0.7
3348,Elias Theodorou, 16-3-0,THE SPARTAN," 6' 1"""," 75""",185, Orthodox," May 31, 1988",4.19,2.39,42.0,53.0,1.27,28.0,59.0,0.0
3349,Nik Theotikos, 6-2-0,, --, --,185, Orthodox, --,0.0,5.48,0.0,19.0,0.0,0.0,0.0,4.8
3350,Paulo Thiago, 18-9-0,," 5' 11"""," 74""",170, Orthodox," Jan 25, 1981",1.71,1.99,39.0,63.0,1.42,31.0,63.0,1.2
3351,Din Thomas, 26-9-0 (1 NC),DINYERO," 5' 9""", --,155, Orthodox," Sep 28, 1976",1.85,2.6,37.0,59.0,1.38,52.0,76.0,1.2
3352,Ryan Thomas, 20-8-0,THE TANK ENGINE," 6' 0""", --,170, Orthodox," Nov 05, 1984",2.01,4.17,36.0,30.0,5.59,33.0,0.0,2.2
3353,Noah Thomas, 14-7-0,," 5' 9""", --,135, Orthodox," Mar 27, 1981",0.44,4.99,13.0,33.0,0.0,0.0,0.0,1.3
3354,Joel Thomas, 5-2-0,THE NICE GUY," 5' 10""", --,170,, --,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3355,Treston Thomison, 10-6-0,," 5' 8""", --,145,, --,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3356,Nick Thompson, 38-14-1,THE GOAT," 6' 1"""," 74""",170, Orthodox," Jun 23, 1981",1.87,1.8,42.0,49.0,1.06,100.0,35.0,2.6
3357,James Thompson, 20-16-0 (1 NC),THE COLOSSUS," 6' 5""", --,265, Orthodox," Dec 16, 1978",5.13,3.19,52.0,41.0,3.14,36.0,53.0,1.3
3358,Oli Thompson, 17-10-0,," 6' 1""", --,242, Orthodox," Jan 02, 1980",1.66,5.31,46.0,46.0,0.0,0.0,50.0,0.5
3359,Stephen Thompson, 16-5-1,WONDERBOY," 6' 0"""," 75""",170, Orthodox," Feb 11, 1983",4.06,2.75,43.0,58.0,0.3,45.0,73.0,0.0
3360,Josh Thomson, 22-9-0 (1 NC),THE PUNK," 5' 10"""," 71""",155, Orthodox," Sep 21, 1978",2.59,2.12,47.0,64.0,1.92,39.0,54.0,1.3
3361,Simeon Thoresen, 17-6-1,THE GRIN," 6' 1"""," 79""",170, Orthodox," Mar 14, 1984",3.85,3.85,43.0,64.0,1.12,40.0,50.0,1.7
3362,Josh Thornburg, 8-8-0,," 6' 0""", --,170,," May 24, 1984",1.2,3.13,50.0,38.0,2.0,66.0,42.0,2.0
3363,Gleison Tibau, 33-14-0,," 5' 10"""," 71""",155, Southpaw," Oct 07, 1983",1.95,2.51,31.0,63.0,4.08,53.0,92.0,0.8
3364,Chris Tickle, 9-9-0,BADBOY," 5' 9""", --,155,," Feb 01, 1982",1.07,1.13,40.0,43.0,1.0,25.0,20.0,2.0
3365,Nolan Ticman, 4-3-0,," 5' 6""", --,125, Orthodox," May 17, 1988",2.57,2.53,47.0,67.0,0.0,0.0,60.0,0.0
3366,Darren Till, 18-3-1,THE GORILLA," 6' 0"""," 74""",185, Southpaw," Dec 24, 1992",2.27,2.99,46.0,58.0,0.54,41.0,82.0,0.0
3367,Brett Tillis, 0-0-0,, --, --,145,, --,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3368,Ryan Tobar, 3-3-0,, --, --,155,, --,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3369,Andrew Todhunter, 8-0-0,THE SNIPER," 6' 0""", --,185, Switch," Nov 30, 1987",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3370,Dusko Todorovic, 10-2-0,THUNDER," 6' 1"""," 74""",185, Orthodox," May 19, 1994",5.71,5.18,54.0,48.0,0.35,5.0,50.0,0.0
3371,Hideo Tokoro, 34-29-2,," 5' 7""", --,135, Orthodox," Aug 22, 1977",1.78,2.01,37.0,65.0,0.87,34.0,44.0,2.3
3372,Anatoly Tokov, 25-2-0,," 5' 10""", --,185,," Feb 17, 1990",3.51,0.54,72.0,66.0,2.03,100.0,100.0,0.0
3373,Kazuki Tokudome, 18-7-1,," 5' 11"""," 73""",155, Southpaw," Mar 04, 1987",2.26,3.63,41.0,53.0,2.0,38.0,78.0,0.0
3374,Tyler Toner, 15-7-0 (1 NC),," 5' 8"""," 70""",145, Orthodox," Mar 31, 1983",2.95,2.13,52.0,62.0,0.0,0.0,54.0,0.4
3375,James Toney, 0-1-0,LIGHTS OUT," 5' 9""", --,220, Orthodox," Aug 24, 1968",0.0,2.41,0.0,27.0,0.0,0.0,0.0,0.0
3376,Masanori Tonooka, 1-2-0,," 5' 8""", --,185, Orthodox, --,0.16,1.09,5.0,36.0,0.0,0.0,0.0,0.0
3377,Carl Toomey, 3-3-0,, --, --,--,, --,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3378,Ilia Topuria, 11-0-0,EL MATADOR," 5' 7"""," 69""",145, Orthodox," Jan 21, 1997",2.77,1.92,48.0,64.0,3.35,55.0,100.0,3.4
3379,Anthony Torres, 5-3-0,THE CRUSH," 5' 8""", --,170, Orthodox," Jul 31, 1978",3.54,7.52,48.0,45.0,0.0,0.0,100.0,2.2
3380,Miguel Torres, 44-9-0,," 5' 9"""," 76""",135, Orthodox," Jan 18, 1981",3.98,1.86,43.0,74.0,0.0,0.0,17.0,1.6
3381,Ronys Torres, 35-5-0,," 5' 7""", --,155, Orthodox," Aug 13, 1975",0.87,1.93,26.0,57.0,4.0,47.0,16.0,0.5
3382,Haven Torres, 0-0-0,, --, --,125,, --,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3383,Tecia Torres, 12-5-0,THE TINY TORNADO," 5' 1"""," 60""",115, Orthodox," Aug 16, 1989",4.3,3.37,47.0,62.0,0.68,15.0,56.0,0.1
3384,Alex Torres, 5-4-0,ROLO," 5' 10""", --,145, Orthodox," May 29, 1988",2.47,2.73,37.0,69.0,2.0,22.0,50.0,0.0
3385,Abram Torres, 4-3-0,," 5' 10""", --,170,," Oct 29, 1982",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3386,Jose Torres, 8-1-0,SHORTY," 5' 4"""," 65""",125, Orthodox," Aug 02, 1992",4.37,9.84,36.0,50.0,1.28,33.0,75.0,0.0
3387,Desmond Torres, 7-2-0,," 5' 6"""," 69""",135, Orthodox," Jan 06, 1997",4.8,11.78,64.0,48.0,0.0,0.0,100.0,0.0
3388,Manuel Torres, 11-2-0,EL LOCO," 5' 9""", --,145,," Mar 25, 1995",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3389,Salim Touahri, 10-4-0,GRIZZLY," 5' 10"""," 72""",170, Orthodox," Sep 28, 1989",2.6,2.87,46.0,58.0,0.0,0.0,83.0,0.0
3390,Dequan Townsend, 21-12-0,THE TARANTULA," 6' 3"""," 79""",205, Orthodox," May 11, 1986",1.23,3.92,34.0,38.0,0.0,0.0,46.0,0.0
3391,Minoru Toyonaga, 2-5-0,," 5' 11""", --,195, Southpaw, --,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3392,Roberto Traven, 6-4-1,SPIDER," 6' 3""", --,227, Orthodox," Sep 16, 1968",0.92,2.77,50.0,57.0,0.0,0.0,0.0,0.0
3393,Bryan Travers, 15-4-0,, --, --,155,," Apr 11, 1983",2.33,3.93,48.0,55.0,2.0,28.0,63.0,0.0
3394,Alexander Trevino, 7-7-0,, --, --,170,, --,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3395,Francisco Trevino, 13-3-0,SITKAYAN," 5' 9"""," 70""",155, Orthodox," Dec 17, 1981",2.65,2.42,42.0,64.0,0.97,22.0,41.0,0.0
3396,Angelo Trevino, 7-3-0,BABY MONSTA," 5' 11""", --,170, Switch," Jun 10, 1993",5.19,3.9,54.0,47.0,0.0,0.0,100.0,0.0
3397,Frank Trigg, 21-9-0,TWINKLE TOES," 5' 9"""," 71""",170, Southpaw," May 07, 1972",2.79,1.9,46.0,56.0,2.35,47.0,75.0,0.8
3398,Francisco Trinaldo, 26-8-0,MASSARANDUBA," 5' 9"""," 70""",155, Southpaw," Aug 24, 1978",3.08,2.64,43.0,59.0,1.03,45.0,60.0,0.5
3399,Damien Trites, 7-6-0,THE OMEN," 5' 11""", --,165,," Aug 23, 1979",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3400,Michael Trizano, 10-1-0,THE LONE WOLF," 5' 11"""," 71""",145, Orthodox," Dec 31, 1991",3.22,2.36,53.0,58.0,0.29,50.0,71.0,0.9
3401,Antonio Trocoli, 11-3-0 (1 NC),MALVADO," 6' 5"""," 82""",205, Orthodox," Dec 06, 1990",1.27,4.56,71.0,25.0,3.8,100.0,100.0,3.8
3402,Tor Troeng, 16-7-1,THE HAMMER," 6' 2""", --,185, Orthodox," Jan 25, 1983",1.16,3.26,46.0,32.0,0.62,7.0,66.0,0.3
3403,Aaron Trujillo, 0-1-0,," 5' 5""", --,125,, --,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3404,Reynaldo Trujillo, 21-19-0,THE TRUTH," 5' 9""", --,155,," Jan 01, 1982",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3405,Abel Trujillo, 15-8-0 (1 NC),KILLA," 5' 8"""," 70""",155, Orthodox," Sep 18, 1983",2.65,2.31,41.0,59.0,2.18,45.0,40.0,0.4
3406,Arman Tsarukyan, 16-2-0,AHALKALAKETS," 5' 7"""," 72""",155, Orthodox," Oct 11, 1996",3.35,1.43,44.0,62.0,3.5,35.0,78.0,0.0
3407,Chris Tuchscherer, 21-4-0 (1 NC),THE CROWBAR," 6' 2"""," 76""",258, Orthodox," Sep 08, 1975",1.35,3.17,31.0,47.0,1.19,18.0,0.0,0.6
3408,Jon Tuck, 10-5-0,SUPER SAIYAN," 5' 11"""," 73""",155, Orthodox," Aug 28, 1984",3.0,3.74,40.0,60.0,0.42,33.0,50.0,1.0
3409,Gavin Tucker, 13-2-0,GUV'NOR," 5' 6"""," 66""",145, Southpaw," Jun 17, 1986",4.39,4.28,45.0,57.0,2.98,42.0,53.0,1.5
3410,Jumabieke Tuerxun, 19-4-1,THE WILD WOLF," 5' 7""", --,135, Orthodox," Apr 17, 1986",1.6,3.08,28.0,59.0,0.47,11.0,66.0,0.9
3411,Tom Tuggle, 0-3-0,THE LAW," 6' 2""", --,250, Orthodox, --,0.0,2.14,0.0,0.0,32.14,100.0,0.0,0.0
3412,Blair Tugman, 10-6-0,," 6' 0""", --,135,, --,2.25,0.93,53.0,50.0,7.5,60.0,0.0,0.0
3413,Tai Tuivasa, 13-3-0,BAM BAM," 6' 2"""," 75""",264, Southpaw," Mar 16, 1993",4.48,3.48,50.0,51.0,0.0,0.0,46.0,0.0
3414,Zubaira Tukhugov, 19-5-1,WARRIOR," 5' 8"""," 68""",145, Orthodox," Jan 15, 1991",2.54,2.53,38.0,63.0,2.54,46.0,100.0,0.0
3415,Teila Tuli, 0-1-0,," 6' 0""", --,430, Orthodox," Jun 14, 1969",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3416,Albert Tumenov, 18-4-0,EINSTEIN," 5' 11"""," 73""",170, Orthodox," Dec 26, 1991",3.76,3.34,42.0,58.0,0.2,20.0,75.0,0.0
3417,Maimaiti Tuohati, 0-0-0,, --, --,--,, --,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3418,Ricky Turcios, 8-1-0,PRETTY," 5' 9"""," 71""",135, Orthodox," Jun 05, 1993",7.33,4.07,37.0,64.0,0.0,0.0,0.0,0.0
3419,Anton Turkalj, 7-0-0,THE PLEASURE MAN," 6' 4""", --,205,," Jun 10, 1996",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3420,Wellington Turman, 16-5-0,THE PRODIGY," 6' 0"""," 72""",185, Orthodox," Jul 22, 1996",2.44,3.75,42.0,43.0,2.31,22.0,100.0,0.8
3421,Courtney Turner, 0-3-0,," 6' 2""", --,170,, --,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3422,Jalin Turner, 10-5-0,THE TARANTULA," 6' 3"""," 77""",155, Southpaw," May 18, 1995",6.2,4.37,47.0,45.0,0.71,66.0,78.0,1.8
3423,Austin Tweedy, 8-2-0,," 5' 9""", --,155, Orthodox," Sep 25, 1990",4.29,6.43,66.0,0.0,0.0,0.0,0.0,0.0
3424,Marcin Tybura, 22-6-0,TYBUR," 6' 3"""," 78""",249, Orthodox," Nov 09, 1985",3.63,3.31,50.0,55.0,1.67,45.0,82.0,0.1
3425,Alberto Uda, 12-2-0,," 6' 3""", --,185, Orthodox," Aug 08, 1984",1.79,3.49,52.0,45.0,2.83,50.0,66.0,0.0
3426,Ryuki Ueyama, 12-18-5 (1 NC),," 5' 11""", --,180, Southpaw," Apr 17, 1976",0.13,1.4,21.0,46.0,0.5,100.0,0.0,1.5
3427,Christian Uflacker, 5-0-0,," 5' 11""", --,170,," Aug 04, 1985",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3428,Andy Uhrich, 11-6-0,," 6' 0""", --,170,, --,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3429,Tagir Ulanbekov, 13-1-0,," 5' 7"""," 70""",125, Southpaw," Aug 07, 1991",3.07,3.13,37.0,58.0,5.0,45.0,50.0,0.0
3430,Carlos Ulberg, 5-1-0,BLACK JAG," 6' 4"""," 77""",205, Orthodox," Nov 07, 1990",15.07,8.6,62.0,47.0,0.0,0.0,100.0,0.0
3431,Gasan Umalatov, 17-4-2,COBRA," 5' 11"""," 71""",170, Orthodox," Sep 11, 1982",2.23,4.1,39.0,59.0,0.75,17.0,90.0,0.0
3432,Jeremy Umphries, 5-2-0,, --, --,160,, --,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3433,Zach Underwood, 13-7-0,," 6' 2""", --,185,, --,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3434,Caol Uno, 33-19-5,UNO SHOTEN," 5' 7"""," 70""",155, Southpaw," May 08, 1975",1.91,1.9,49.0,50.0,1.95,31.0,37.0,0.5
3435,Kengo Ura, 14-12-2,URAKEN," 5' 9""", --,165,," Jun 20, 1981",1.05,2.38,37.0,48.0,2.85,28.0,50.0,1.4
3436,Hector Urbina, 17-10-1,EL TORO," 5' 11"""," 73""",170, Orthodox," Sep 17, 1987",0.97,2.44,38.0,39.0,0.0,0.0,38.0,3.8
3437,Elias Urbina, 3-1-0,," 6' 3"""," 77""",185, Southpaw," Oct 09, 1993",3.85,6.17,37.0,50.0,0.0,0.0,0.0,0.0
3438,Nick Urso, 10-3-0 (1 NC),," 5' 6"""," 66""",125, Southpaw," Sep 26, 1985",3.61,5.06,45.0,36.0,0.0,0.0,0.0,0.0
3439,Yasuhiro Urushitani, 21-8-6,," 5' 5""", --,125, Southpaw," Sep 08, 1976",3.47,4.71,39.0,65.0,0.0,0.0,80.0,0.0
3440,Kamaru Usman, 19-1-0,THE NIGERIAN NIGHTMARE," 6' 0"""," 76""",170, Switch," May 11, 1987",4.63,2.4,54.0,57.0,3.27,48.0,100.0,0.1
3441,Darren Uyenoyama, 10-6-0,BC," 5' 6"""," 65""",125, Orthodox," Oct 15, 1979",1.34,2.21,39.0,66.0,1.42,33.0,35.0,0.7
3442,Richie Vaculik, 10-4-0,VAS," 5' 6"""," 69""",125, Orthodox," Jun 19, 1983",3.69,4.09,46.0,57.0,3.0,45.0,31.0,1.0
3443,Egidijus Valavicius, 29-12-0,," 6' 0""", --,200, Orthodox, --,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3444,Genaro Valdez, 9-0-0,RAYADITO," 5' 10""", --,155,, --,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3445,Charlie Valencia, 12-7-0,," 5' 3"""," 64""",135, Orthodox," Oct 31, 1974",2.58,2.61,37.0,77.0,1.4,53.0,75.0,0.5
3446,Victor Valenzuela, 13-6-2,JOE BOXER," 5' 10""", --,155,, --,1.28,2.55,100.0,0.0,0.0,0.0,0.0,0.0
3447,Timur Valiev, 18-2-0 (1 NC),LUCKY," 5' 6"""," 67""",135, Orthodox," Jan 19, 1990",5.35,2.79,55.0,50.0,1.62,33.0,50.0,0.0
3448,Victor Valimaki, 18-10-0,THE MATRIX," 6' 0""", --,205, Orthodox, --,3.94,2.99,30.0,67.0,0.9,14.0,0.0,0.0
3449,Andrew Valladerez, 5-7-0,, --, --,135,, --,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3450,Isaac Vallie-Flagg, 16-7-1,," 5' 8"""," 70""",155, Orthodox," Apr 08, 1978",5.56,5.6,47.0,45.0,0.2,12.0,58.0,0.0
3451,Mike van Arsdale, 8-5-0,," 6' 2""", --,205, Switch," Jun 20, 1965",1.52,1.91,41.0,41.0,1.06,14.0,37.0,0.0
3452,Matt Van Buren, 7-6-0,GUTTER," 6' 5""", --,205,," Jun 12, 1986",7.73,6.82,45.0,49.0,0.0,0.0,50.0,0.0
3453,Brianna Van Buren, 9-3-0,THE BULL," 5' 0"""," 62""",115, Southpaw," Aug 04, 1993",3.53,3.23,41.0,57.0,2.5,45.0,66.0,0.0
3454,Ron van Clief, 0-1-0,THE BLACK DRAGON," 5' 10""", --,190, Orthodox," Jan 25, 1943",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3455,Lloyd Van Dams, 0-1-0,," 6' 1""", --,240, Southpaw," Mar 05, 1972",0.0,3.01,0.0,15.0,0.0,0.0,0.0,0.0
3456,Chad Vance, 7-5-0,," 6' 0""", --,185, Orthodox, --,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3457,Jared Vanderaa, 12-5-0,THE MOUNTAIN," 6' 4"""," 80""",260, Orthodox," May 12, 1992",5.59,5.05,49.0,43.0,0.53,100.0,0.0,0.0
3458,Austin Vanderford, 4-0-0,AK-47," 5' 11""", --,170, Orthodox," Mar 21, 1990",3.9,5.19,52.0,45.0,0.0,0.0,100.0,1.9
3459,Lando Vannata, 12-5-2,GROOVY," 5' 9"""," 71""",155, Orthodox," Mar 14, 1992",4.67,4.77,44.0,54.0,1.12,40.0,68.0,0.3
3460,Paige VanZant, 8-5-0,12 GAUGE," 5' 4"""," 65""",115, Orthodox," Mar 26, 1994",3.35,2.62,52.0,42.0,1.27,33.0,34.0,1.0
3461,Paul Varelans, 9-9-0,THE POLAR BEAR," 6' 8""", --,300, Orthodox, --,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3462,Kazula Vargas, 12-4-0,," 5' 8"""," 71""",155, Southpaw," Aug 15, 1985",3.85,1.88,53.0,58.0,0.44,25.0,25.0,0.4
3463,Jamie Varner, 21-11-1 (2 NC),," 5' 8"""," 71""",155, Orthodox," Oct 12, 1984",2.92,2.55,34.0,58.0,3.49,53.0,66.0,0.8
3464,Guilherme Vasconcelos, 9-4-0,BOMBA," 6' 0""", --,185, Orthodox," Mar 23, 1986",3.27,4.4,29.0,70.0,0.0,0.0,0.0,0.0
3465,Linton Vassell, 18-5-0 (1 NC),THE SWARM," 6' 4""", --,205,," Jun 03, 1983",3.39,2.13,37.0,54.0,2.46,50.0,50.0,0.0
3466,Billy Vaughan, 12-17-0,," 5' 6""", --,155,," Dec 02, 1983",0.0,1.36,0.0,50.0,0.0,0.0,0.0,0.0
3467,Yuri Vaulin, 0-1-0,," 6' 4""", --,197, Southpaw, --,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3468,Javier Vazquez, 16-5-0,SHOWTIME," 5' 7"""," 69""",145, Southpaw," Jul 16, 1977",2.43,1.99,36.0,72.0,2.56,52.0,57.0,1.5
3469,Manny Vazquez, 11-2-0,," 5' 10"""," 72""",125, Orthodox," Nov 19, 1993",1.47,2.67,41.0,48.0,1.0,33.0,0.0,1.0
3470,Matt Veach, 17-5-0,," 5' 11""", --,155, Orthodox," May 31, 1981",1.12,4.91,28.0,44.0,3.64,38.0,100.0,1.5
3471,Joe Vedepo, 18-9-0,THE DOCTOR," 6' 0""", --,185, Orthodox, --,1.43,5.71,42.0,38.0,1.07,20.0,0.0,0.0
3472,Kelly Velasco, 2-1-0,KILLER," 5' 9""", --,135, Orthodox," May 21, 1995",2.27,5.67,35.0,47.0,0.0,0.0,100.0,0.0
3473,Cain Velasquez, 14-3-0,," 6' 1"""," 77""",240, Orthodox," Jul 28, 1982",6.37,2.33,57.0,57.0,5.13,45.0,85.0,0.4
3474,David Velasquez, 10-10-0,LITTLE," 5' 5""", --,145, Orthodox, --,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3475,Bojan Velickovic, 15-6-1,SERBIAN STEEL," 6' 0"""," 76""",170, Southpaw," Dec 18, 1988",2.18,2.31,34.0,57.0,0.67,25.0,55.0,0.5
3476,Karlos Vemola, 17-5-0,," 6' 0"""," 75""",185, Orthodox," Jul 03, 1985",1.67,2.13,44.0,37.0,1.93,25.0,31.0,1.7
3477,Luigi Vendramini, 9-2-0,THE ITALIAN STALLION," 5' 8"""," 73""",170, Orthodox," Jan 16, 1996",2.26,2.49,37.0,65.0,0.67,8.0,0.0,0.7
3478,Jerrel Venetiaan, 4-3-0 (1 NC),," 6' 1""", --,195, Orthodox," Mar 09, 1971",0.81,1.51,33.0,67.0,0.0,0.0,60.0,0.0
3479,Scott Ventimiglia, 14-6-1,MEANT TO KILL YA," 5' 11""", --,185,," Nov 17, 1972",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3480,Brandon Vera, 15-7-0 (1 NC),THE TRUTH," 6' 3"""," 78""",230, Orthodox," Oct 10, 1977",3.03,2.81,56.0,52.0,0.7,53.0,59.0,0.2
3481,Kerry Vera, 2-0-0,," 5' 7""", --,135, Orthodox, --,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3482,Marlon Vera, 17-7-1,CHITO," 5' 8"""," 70""",135, Switch," Dec 02, 1992",3.91,4.08,50.0,51.0,0.88,42.0,69.0,1.3
3483,Ernie Verdicia, 0-1-0,," 5' 11""", --,199, Orthodox, --,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3484,Joe Veres, 4-3-0,," 5' 7""", --,155, Orthodox," Nov 09, 1977",0.0,5.55,0.0,27.0,0.0,0.0,0.0,0.0
3485,Nikolay Veretennikov, 9-3-0,," 6' 0""", --,170,, --,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3486,CJ Vergara, 8-2-1,," 5' 6""", --,135,," Jun 18, 1991",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3487,Renato Verissimo, 7-5-0 (1 NC),CHARUTO," 6' 1""", --,170, Orthodox," Aug 03, 1973",0.92,1.87,48.0,47.0,1.46,30.0,50.0,2.5
3488,Bryan Vetell, 4-3-0,," 6' 3""", --,265, Southpaw," Jul 26, 1977",2.74,2.13,60.0,41.0,0.0,0.0,0.0,0.0
3489,Marvin Vettori, 17-5-1,THE ITALIAN DREAM," 6' 0"""," 74""",185, Southpaw," Sep 20, 1993",3.88,3.04,43.0,63.0,2.24,47.0,78.0,0.7
3490,Hugo Viana, 8-4-0,WOLVERINE," 5' 6"""," 67""",135, Orthodox," Sep 26, 1982",3.05,3.2,38.0,57.0,0.22,6.0,50.0,0.0
3491,Guilherme Viana, 7-3-0,," 6' 4""", --,205,, --,2.92,2.72,40.0,59.0,1.2,66.0,77.0,0.0
