,name,DOB,ufc_record,weight,stance,nickname,heightIN,reachIN
3092,Chris Drumm,"Jan 1, 1900", 0-1-0 (1 NC),145,Unknown,,68,68
3093,Antonio Duarte,"Jan 1, 1900", 19-7-0,135,Unknown,TIGRE,67,67
3094,Chris Duncan,"Jan 1, 1900", 7-0-0,155,Unknown,THE PROBLEM,72,72
3095,Alex Dunworth,"Jan 1, 1900", 2-2-0 (1 NC),155,Unknown,,68,68
3096,Bill Duvall,"Jan 1, 1900", 1-2-0,185,Southpaw,,74,74
3097,Ben Earwood,"Jan 1, 1900", 12-3-0,170,Orthodox,,68,68
3098,Maurice Eazel,"Jan 1, 1900", 7-15-0,135,Unknown,,67,67
3099,Tom Egan,"Jan 1, 1900", 7-5-0,170,Orthodox,,71,71
3100,John Paul Elias,"Jan 1, 1900", 3-1-0,205,Unknown,,76,76
3101,Eddy Ellis,"Jan 1, 1900", 21-16-1 (1 NC),170,Orthodox,FAST,69,69
3102,Kevin Engel,"Jan 1, 1900", 5-1-0,170,Unknown,THE HITMAN,74,74
3103,Kenny Ento,"Jan 1, 1900", 14-15-0,192,Unknown,THA' DRAGON,74,74
3104,Won Jin Eoh,"Jan 1, 1900", 5-5-1,160,Orthodox,,67,67
3105,Tom Erikson,"Jan 1, 1900", 9-4-1,280,Orthodox,THE BIG CAT,75,75
3106,Nick Ertl,"Jan 1, 1900", 8-6-0,155,Unknown,,69,69
3107,Chel Erwin-Davis,"Jan 1, 1900", 5-1-0,170,Unknown,THE FIRST SUN,72,72
3108,Achilles Estremadura,"Jan 1, 1900", 7-0-0,155,Unknown,,71,71
3109,Fred Ettish,"Jan 1, 1900", 1-1-0,180,Southpaw,,72,72
3110,Jason Fairn,"Jan 1, 1900", 4-5-0,230,Unknown,,73,73
3111,Joao Paulo Faria,"Jan 1, 1900", 1-1-0,155,Unknown,,69,69
3112,Rodney Faverus,"Jan 1, 1900", 25-20-3 (1 NC),215,Southpaw,,72,72
3113,Rhadi Ferguson,"Jan 1, 1900", 3-0-0,205,Unknown,,67,67
3114,Scott Fiedler,"Jan 1, 1900", 0-1-0,235,Orthodox,,76,76
3115,Anthony Figueroa,"Jan 1, 1900", 11-8-1,135,Orthodox,,64,64
3116,Brady Fink,"Jan 1, 1900", 2-3-0,183,Orthodox,,72,72
3117,Jan Finney,"Jan 1, 1900", 11-12-0,135,Orthodox,CUDDLES,68,68
3118,Bryanna Fissori,"Jan 1, 1900", 2-4-0,145,Unknown,,64,64
3119,Isi Fitikefu,"Jan 1, 1900", 6-0-0,205,Unknown,DOXZ,70,70
3120,Mal Foki,"Jan 1, 1900", 5-5-0,220,Orthodox,TWIN TIGER,67,67
3121,Matt Foki,"Jan 1, 1900", 5-4-0 (1 NC),220,Orthodox,TWIN TIGER,67,67
3122,AJ Fonseca,"Jan 1, 1900", 5-4-0,145,Unknown,,64,64
3123,Claudionor Fontinelle,"Jan 1, 1900", 10-15-1,185,Orthodox,,65,65
3124,Mason Fowler,"Jan 1, 1900", 2-0-0,170,Unknown,,71,71
3125,Zoila Frausto,"Jan 1, 1900", 13-5-0,135,Orthodox,WARRIOR PRINCESS,64,64
3126,Zane Frazier,"Jan 1, 1900", 4-11-0,250,Orthodox,NASTY,77,77
3127,Gary Frazier,"Jan 1, 1900", 3-3-0,245,Orthodox,,72,72
3128,Jeremy Freitag,"Jan 1, 1900", 6-10-0,205,Unknown,,73,73
3129,Keisuke Fujiwara,"Jan 1, 1900", 17-12-5,139,Switch,,66,66
3130,Brandon Gaines,"Jan 1, 1900", 5-21-0,185,Unknown,,75,75
3131,Daniel Gallemore,"Jan 1, 1900", 7-3-0,265,Unknown,BIG KANSAS,77,77
3132,Turrell Galloway,"Jan 1, 1900", 8-6-0,145,Unknown,,63,63
3133,Sean Gannon,"Jan 1, 1900", 2-1-0,265,Southpaw,THE CANNON,75,75
3134,Alejandro Garcia,"Jan 1, 1900", 14-10-0 (1 NC),145,Unknown,ALEX,67,67
3135,Nick Garcia,"Jan 1, 1900", 8-3-0 (1 NC),125,Unknown,NITRO,64,64
3136,Charlene Gellner,"Jan 1, 1900", 0-4-0,125,Unknown,PRINCESS,62,62
3137,Derek Getzel,"Jan 1, 1900", 8-5-0,155,Unknown,THE PRETZEL,72,72
3138,Darrel Gholar,"Jan 1, 1900", 5-6-0,194,Orthodox,,68,68
3139,Nick Gibbons,"Jan 1, 1900", 2-1-0,155,Unknown,,70,70
3140,Lee Gibson,"Jan 1, 1900", 12-4-0,155,Unknown,LETHAL,67,67
3141,Kenny Giddens,"Jan 1, 1900", 12-7-0,155,Unknown,,71,71
3142,Jason Gilliam,"Jan 1, 1900", 14-9-0,170,Orthodox,,72,72
3143,Bob Gilstrap,"Jan 1, 1900", 5-7-0,200,Orthodox,,75,75
3144,Demetrius Gioulacos,"Jan 1, 1900", 0-1-0,185,Unknown,,71,71
3145,Jason Glaza,"Jan 1, 1900", 3-2-0,230,Unknown,,72,72
3146,Jason Godsey,"Jan 1, 1900", 16-16-0,230,Orthodox,,74,74
3147,Jonny Goh,"Jan 1, 1900", 3-4-0,155,Unknown,,71,71
3148,Fabian Gonzalez,"Jan 1, 1900", 2-1-0,135,Unknown,,70,70
3149,Chase Gormley,"Jan 1, 1900", 14-6-0 (1 NC),265,Orthodox,,75,75
3150,Daniel Gracie,"Jan 1, 1900", 5-4-1,225,Orthodox,,74,74
3151,Ralph Gracie,"Jan 1, 1900", 6-1-0,183,Orthodox,,69,69
3152,Cesar Gracie,"Jan 1, 1900", 0-1-0,181,Orthodox,,70,70
3153,Neiman Gracie,"Jan 1, 1900", 6-0-0,170,Unknown,,72,72
3154,Steven Graham,"Jan 1, 1900", 2-1-0,290,Orthodox,,73,73
3155,Scott Graham,"Jan 1, 1900", 3-1-0,185,Orthodox,,76,76
3156,Chuck Grigsby,"Jan 1, 1900", 23-10-0,205,Orthodox,THE REVEREND,78,78
3157,Rodrigo Gripp de Sousa,"Jan 1, 1900", 7-9-0,205,Orthodox,RISCADO,71,71
3158,Brad Gumm,"Jan 1, 1900", 10-6-1 (1 NC),170,Orthodox,,71,71
3159,Fabio Gurgel,"Jan 1, 1900", 3-2-0,205,Orthodox,,72,72
3160,Keith Hackney,"Jan 1, 1900", 2-2-0,200,Switch,THE GIANT KILLER,71,71
3161,Steve Hadsel,"Jan 1, 1900", 3-0-0,170,Unknown,,68,68
3162,Kevin Haley,"Jan 1, 1900", 6-4-0,205,Unknown,THE NORTH WOODS NIGHTMARE,74,74
3163,Mark Hall,"Jan 1, 1900", 5-6-0,190,Orthodox,,72,72
3164,Gerry Harris,"Jan 1, 1900", 1-4-0,270,Orthodox,,80,80
3165,Trevor Harris,"Jan 1, 1900", 2-2-0,145,Unknown,,66,66
3166,Tomohiko Hashimoto,"Jan 1, 1900", 1-4-0,250,Orthodox,,72,72
3167,Chris Hawk,"Jan 1, 1900", 5-10-0,205,Unknown,,73,73
3168,Del Hawkins,"Jan 1, 1900", 22-17-0,135,Orthodox,THE FILIPINO DELIGHT,65,65
3169,Mike Hayes,"Jan 1, 1900", 20-12-2,230,Orthodox,,76,76
3170,Gerric Hayes,"Jan 1, 1900", 8-11-0,--,Unknown,,70,70
3171,Spencer Hearns,"Jan 1, 1900", 1-0-0,185,Unknown,,71,71
3172,Ron Henderson,"Jan 1, 1900", 4-3-0,125,Unknown,,70,70
3173,TJ Hepburn,"Jan 1, 1900", 4-2-0,155,Unknown,THE CARNIVORE,67,67
3174,Paul Herrera,"Jan 1, 1900", 1-1-0,185,Orthodox,THE BONE CRUSHER,70,70
3175,Chris Herrera,"Jan 1, 1900", 3-2-1,185,Unknown,THE CRUSHER,70,70
3176,Jon Hess,"Jan 1, 1900", 1-1-0,295,Unknown,,79,79
3177,Brandon Hester,"Jan 1, 1900", 3-0-0,205,Unknown,THE BEAST,73,73
3178,Alex Higley,"Jan 1, 1900", 4-3-0,145,Unknown,,70,70
3179,Isaiah Hill,"Jan 1, 1900", 5-7-1 (1 NC),155,Unknown,,70,70
3180,Rex Holman,"Jan 1, 1900", 4-2-0,205,Southpaw,BIG DOG,75,75
3181,Ben Holscher,"Jan 1, 1900", 4-0-0,155,Unknown,THE TEACHER,71,71
3182,David Hood,"Jan 1, 1900", 1-3-0,200,Unknown,,72,72
3183,Lorenzo Hood,"Jan 1, 1900", 9-4-0,265,Unknown,THE SAMOAN SILVERBACK,75,75
3184,Moti Horenstein,"Jan 1, 1900", 1-6-0,230,Orthodox,,76,76
3185,Matt Horning,"Jan 1, 1900", 20-25-0 (1 NC),125,Unknown,HORNDOG,64,64
3186,Trey Houston,"Jan 1, 1900", 11-4-0,185,Unknown,,71,71
3187,Harold Howard,"Jan 1, 1900", 1-3-0,240,Orthodox,,74,74
3188,Casey Huffman,"Jan 1, 1900", 3-1-0,185,Unknown,HELLBENT,75,75
3189,Abongo Humphrey,"Jan 1, 1900", 7-3-0,205,Orthodox,,71,71
3190,Alex Hunter,"Jan 1, 1900", 2-0-0,226,Orthodox,,69,69
3191,Minoki Ichihara,"Jan 1, 1900", 0-1-0,178,Orthodox,,67,67
3192,Valeri Ignatov,"Jan 1, 1900", 1-2-0,170,Orthodox,,69,69
3193,Sergey Ignatov,"Jan 1, 1900", 0-1-0,210,Orthodox,,69,69
3194,Yusuke Imamura,"Jan 1, 1900", 2-6-0,220,Orthodox,,68,68
3195,Jorge Interiano,"Jan 1, 1900", 4-3-0,205,Unknown,,73,73
3196,Yuki Ishikawa,"Jan 1, 1900", 0-2-0,205,Orthodox,,71,71
3197,Tomomi Iwama,"Jan 1, 1900", 9-6-2,155,Orthodox,,63,63
3198,Tatsuya Iwasaki,"Jan 1, 1900", 0-1-0,205,Orthodox,,69,69
3199,Kevin Jackson,"Jan 1, 1900", 4-2-0,199,Switch,,70,70
3200,Kenyon Jackson,"Jan 1, 1900", 4-3-0,185,Unknown,,72,72
3201,Gigo Jara,"Jan 1, 1900", 6-9-0,145,Unknown,THE LITTLE ANIMAL,69,69
3202,Louis Jauregui,"Jan 1, 1900", 4-2-0,170,Unknown,,67,67
3203,Trent Jenkins,"Jan 1, 1900", 0-4-0,185,Unknown,,74,74
3204,Steve Jennum,"Jan 1, 1900", 2-3-0,215,Orthodox,,70,70
3205,Ricky Johnson,"Jan 1, 1900", 10-6-0,145,Orthodox,,68,68
3206,Brian Johnston,"Jan 1, 1900", 5-5-0,230,Orthodox,,75,75
3207,Carlton Jones,"Jan 1, 1900", 1-4-0,225,Orthodox,,73,73
3208,Jesse Jones,"Jan 1, 1900", 2-1-0,170,Unknown,,69,69
3209,Roshaun Jones,"Jan 1, 1900", 2-6-0,135,Unknown,,68,68
3210,Steve Judson,"Jan 1, 1900", 0-2-0,230,Orthodox,,71,71
3211,Patrick Kaase,"Jan 1, 1900", 1-2-0,185,Unknown,KAMIKAZE,69,69
3212,Geza Kalman,"Jan 1, 1900", 4-9-0,200,Unknown,,73,73
3213,Bryson Kamaka,"Jan 1, 1900", 12-20-1 (1 NC),170,Orthodox,,71,71
3214,Ken Kaneko,"Jan 1, 1900", 0-3-0,161,Orthodox,,72,72
3215,Waylon Kennell,"Jan 1, 1900", 6-2-0,185,Unknown,,72,72
3216,Jin Oh Kim,"Jan 1, 1900", 0-4-0,205,Orthodox,,69,69
3217,Dae Won Kim,"Jan 1, 1900", 11-7-0,180,Orthodox,,71,71
3218,Jong Wang Kim,"Jan 1, 1900", 13-23-0,240,Unknown,,73,73
3219,Jong Won Kim,"Jan 1, 1900", 0-1-0,139,Orthodox,,67,67
3220,Yurij Kiseliov,"Jan 1, 1900", 5-4-0,185,Orthodox,PLAYBOY,68,68
3221,Sokun Koh,"Jan 1, 1900", 4-1-0,205,Unknown,,73,73
3222,Shingo Kohara,"Jan 1, 1900", 1-0-0,135,Unknown,,66,66
3223,Iouri Kotchkine,"Jan 1, 1900", 7-4-1,235,Orthodox,,74,74
3224,Matt Kovacs,"Jan 1, 1900", 12-16-0,244,Orthodox,300,72,72
3225,Rene Kronvold,"Jan 1, 1900", 5-1-0,170,Orthodox,,68,68
3226,Keigo Kunihara,"Jan 1, 1900", 3-2-0,235,Orthodox,,72,72
3227,Lina Kvokov,"Jan 1, 1900", 0-3-0,135,Orthodox,,69,69
3228,Jarrod Kwitty,"Jan 1, 1900", 2-2-0,185,Unknown,,68,68
3229,Josh LaBerge,"Jan 1, 1900", 11-6-0,145,Unknown,,70,70
3230,Jeremiah Labiano,"Jan 1, 1900", 11-5-0,135,Unknown,THE KID,70,70
3231,Todd Lally,"Jan 1, 1900", 2-1-0,145,Orthodox,,67,67
3232,Sione Latu,"Jan 1, 1900", 1-0-0,215,Unknown,,72,72
3233,Eric Lawson,"Jan 1, 1900", 9-5-0,185,Orthodox,,72,72
3234,David Lee,"Jan 1, 1900", 12-10-0,155,Orthodox,,70,70
3235,Matt Lee,"Jan 1, 1900", 14-10-1,155,Orthodox,,71,71
3236,Ricky Legere Jr.,"Jan 1, 1900", 14-4-0,170,Unknown,IE BAD BOY,68,68
3237,Gabe Lemley,"Jan 1, 1900", 13-9-0,155,Orthodox,,68,68
3238,Christophe Leninger,"Jan 1, 1900", 3-4-0,200,Southpaw,,72,72
3239,Alberta Cerra Leon,"Jan 1, 1900", 0-1-0,238,Unknown,,68,68
3240,David Levicki,"Jan 1, 1900", 1-3-0,275,Unknown,,77,77
3241,John Lewis,"Jan 1, 1900", 3-4-3,155,Southpaw,,72,72
3242,Chris Liguori,"Jan 1, 1900", 15-10-0,185,Orthodox,,69,69
3243,Donnie Liles,"Jan 1, 1900", 17-7-0,170,Orthodox,,69,69
3244,Wesley Little,"Jan 1, 1900", 4-8-0,205,Unknown,,76,76
3245,Brian Lo-A-Njoe,"Jan 1, 1900", 6-10-3,155,Orthodox,,67,67
3246,Thomas Longacre,"Jan 1, 1900", 6-1-0,145,Orthodox,,69,69
3247,Ivan Lopez,"Jan 1, 1900", 14-3-1,135,Southpaw,,66,66
3248,Federico Lopez,"Jan 1, 1900", 10-6-0,139,Orthodox,KIKO,64,64
3249,Jakob Lovstad,"Jan 1, 1900", 11-4-0,205,Orthodox,THE STRIKING VIKING,75,75
3250,Robert Lucarelli,"Jan 1, 1900", 0-1-0,245,Unknown,,74,74
3251,Matt Lucas,"Jan 1, 1900", 15-3-0,205,Unknown,LUKE DUKE,73,73
3252,Cleber Luciano,"Jan 1, 1900", 14-6-0,155,Unknown,,66,66
3253,Thaddeus Luster,"Jan 1, 1900", 0-1-0,210,Unknown,,75,75
3254,Stevie Lynch,"Jan 1, 1900", 5-2-0,170,Orthodox,,70,70
3255,Adam Lynn,"Jan 1, 1900", 17-10-0 (1 NC),155,Orthodox,,70,70
3256,Ilima Macfarlane,"Jan 1, 1900", 6-0-0,125,Unknown,,64,64
3257,Anthony Macias,"Jan 1, 1900", 26-18-0,185,Switch,MAD DOG,69,69
3258,Ryan Madigan,"Jan 1, 1900", 5-3-0,170,Orthodox,,72,72
3259,Ibragim Magomedov,"Jan 1, 1900", 22-8-1,250,Orthodox,,72,72
3260,Jeremy Malaterre,"Jan 1, 1900", 4-2-0,155,Unknown,,71,71
3261,Marvin Maldonado,"Jan 1, 1900", 2-4-0 (1 NC),135,Unknown,THE BULLDOG,66,66
3262,Carl Malenko,"Jan 1, 1900", 6-4-0,200,Orthodox,,71,71
3263,Mike Malott,"Jan 1, 1900", 5-1-1,145,Unknown,THE MAIN ATTRACTION,72,72
3264,Gary Mangat,"Jan 1, 1900", 15-3-0,135,Unknown,,67,67
3265,Steve Mann,"Jan 1, 1900", 12-5-0,170,Unknown,,73,73
3266,Justin Martin,"Jan 1, 1900", 4-3-0,185,Unknown,,72,72
3267,Dave Martin,"Jan 1, 1900", 0-2-0,205,Unknown,,72,72
3268,Joe Martin,"Jan 1, 1900", 6-8-0,170,Unknown,,69,69
3269,Rainy Martinez,"Jan 1, 1900", 0-2-0,199,Orthodox,,72,72
3270,Andrew Martinez,"Jan 1, 1900", 9-6-0,215,Unknown,MICKEY D,69,69
3271,Naoki Matsushita,"Jan 1, 1900", 12-16-11,155,Orthodox,,66,66
3272,AJ Matthews,"Jan 1, 1900", 8-7-0,185,Unknown,,71,71
3273,John Matua,"Jan 1, 1900", 1-4-0,400,Orthodox,,74,74
3274,Brooke Mayo,"Jan 1, 1900", 0-1-0,125,Unknown,THE BULLY,67,67
3275,AJ McKee,"Jan 1, 1900", 8-0-0,145,Unknown,MERCENARY,70,70
3276,Jason McLean,"Jan 1, 1900", 6-7-0,145,Unknown,,65,65
3277,Daniel McWilliams,"Jan 1, 1900", 15-37-0,185,Unknown,THE ANIMAL,73,73
3278,Kaline Medeiros,"Jan 1, 1900", 8-5-0,115,Unknown,THE DARK ANGEL,63,63
3279,Todd Medina,"Jan 1, 1900", 11-9-0 (1 NC),193,Southpaw,EL TIBURON,70,70
3280,Jason Medina,"Jan 1, 1900", 21-15-1,180,Unknown,,69,69
3281,Frank Megallon,"Jan 1, 1900", 2-3-0,185,Southpaw,,70,70
3282,Bryce Mejia,"Jan 1, 1900", 3-1-0,170,Unknown,,73,73
3283,Marcelo Mello,"Jan 1, 1900", 1-0-0,170,Southpaw,,67,67
3284,Fabio Mello,"Jan 1, 1900", 11-8-0,155,Southpaw,,65,65
3285,Adam Meredith,"Jan 1, 1900", 5-3-0,170,Unknown,,74,74
3286,Jeremiah Metcalf,"Jan 1, 1900", 13-7-0,185,Orthodox,,73,73
3287,Brandon Michaels,"Jan 1, 1900", 4-14-0,185,Unknown,,69,69
3288,Keith Mielke,"Jan 1, 1900", 0-5-0,185,Unknown,,68,68
3289,Gabriel Miglioli,"Jan 1, 1900", 9-9-0,170,Unknown,BIEL,68,68
3290,Aaron Miller,"Jan 1, 1900", 14-10-0 (1 NC),145,Unknown,BLOOD SPILLER,69,69
3291,Eddy Millis,"Jan 1, 1900", 0-2-0,185,Unknown,,73,73
3292,Clay Mitchell,"Jan 1, 1900", 1-2-0,185,Unknown,,74,74
3293,Tomoya Miyashita,"Jan 1, 1900", 17-9-7,139,Southpaw,,67,67
3294,Kazuyuki Miyata,"Jan 1, 1900", 15-9-0,139,Orthodox,,68,68
3295,Motoki Miyazawa,"Jan 1, 1900", 7-3-0,168,Southpaw,,71,71
3296,Rudyard Moncayo,"Jan 1, 1900", 0-3-0,195,Orthodox,,70,70
3297,Nate Moore,"Jan 1, 1900", 8-4-0,170,Unknown,,72,72
3298,Dustin Moore,"Jan 1, 1900", 0-2-0,125,Unknown,,64,64
3299,Joe Moreira,"Jan 1, 1900", 2-2-0,195,Southpaw,,71,71
3300,Mike Moreno,"Jan 1, 1900", 6-5-0,185,Unknown,EL PALO DURO,72,72
3301,Scott Morris,"Jan 1, 1900", 2-1-0,210,Orthodox,,70,70
3302,Jack Morrison,"Jan 1, 1900", 0-3-0,205,Unknown,,71,71
3303,Harry Moskowitz,"Jan 1, 1900", 6-12-0,275,Orthodox,DIRTY,77,77
3304,Juan Mott,"Jan 1, 1900", 3-4-0,190,Switch,,72,72
3305,Flavio Luiz Moura,"Jan 1, 1900", 19-7-0,183,Switch,,71,71
3306,Kin Moy,"Jan 1, 1900", 8-3-0,135,Unknown,KONG,65,65
3307,Jim Mullen,"Jan 1, 1900", 0-2-0,215,Southpaw,,73,73
3308,Andy Murad,"Jan 1, 1900", 15-2-0,185,Unknown,THE TOOTH FAIRY,69,69
3309,Ryuichi Murata,"Jan 1, 1900", 8-3-1,183,Orthodox,,68,68
3310,Patrick Murphy,"Jan 1, 1900", 5-3-0,170,Unknown,,72,72
3311,Azamat Murzakanov,"Jan 1, 1900", 7-0-0,205,Unknown,THE PROFESSIONAL,71,71
3312,Andre Mussi,"Jan 1, 1900", 11-5-0,242,Orthodox,,75,75
3313,Ho Bae Myeon,"Jan 1, 1900", 13-5-1,168,Orthodox,,71,71
3314,Yukiya Naito,"Jan 1, 1900", 15-6-2,205,Orthodox,,73,73
3315,Fabio Nascimento,"Jan 1, 1900", 11-6-0,185,Orthodox,NEGAO,70,70
3316,Reza Nasri,"Jan 1, 1900", 0-1-0,205,Orthodox,,71,71
3317,Josh Neal,"Jan 1, 1900", 5-11-0,185,Unknown,,72,72
3318,Steve Nelmark,"Jan 1, 1900", 2-1-0,240,Orthodox,THE SANDMAN,72,72
3319,Mario Neto,"Jan 1, 1900", 13-5-0,229,Orthodox,SUKATA,72,72
3320,Khomkrit Niimi,"Jan 1, 1900", 6-10-0,125,Unknown,THE BUMBLEBEE,62,62
3321,Soichi Nishida,"Jan 1, 1900", 5-10-1,320,Orthodox,,71,71
3322,Nick Nolte,"Jan 1, 1900", 5-4-0,170,Unknown,,72,72
3323,Takahiro Oba,"Jan 1, 1900", 5-7-1,200,Southpaw,,68,68
3324,Michiyoshi Ohara,"Jan 1, 1900", 0-2-0,205,Orthodox,,70,70
3325,Takayuki Okada,"Jan 1, 1900", 3-3-2,290,Orthodox,GIANT OCHIAI,73,73
3326,Kazuki Okubo,"Jan 1, 1900", 7-9-0,175,Orthodox,,71,71
3327,Jorge Oliveira,"Jan 1, 1900", 5-3-1 (1 NC),205,Unknown,,73,73
3328,Casey Olson,"Jan 1, 1900", 14-5-0,145,Orthodox,THE UNDERDOG,67,67
3329,Dennis Olson,"Jan 1, 1900", 14-11-0,170,Unknown,,72,72
3330,Sam Oropeza,"Jan 1, 1900", 13-3-0,170,Unknown,,74,74
3331,Jorge Ortiz,"Jan 1, 1900", 18-9-1 (1 NC),185,Orthodox,THE NAKED MAN,72,72
3332,Pedro Otavio,"Jan 1, 1900", 19-8-0,245,Orthodox,TE PEDRO,75,75
3333,Takafumi Otsuka,"Jan 1, 1900", 22-13-2,139,Orthodox,,66,66
3334,Raquel Pa'aluhi,"Jan 1, 1900", 6-5-0,135,Unknown,ROCKY,67,67
3335,Jose Palacios,"Jan 1, 1900", 3-2-0,145,Orthodox,,69,69
3336,Joe Pardo,"Jan 1, 1900", 4-6-0,210,Southpaw,,73,73
3337,Bryan Pardoe,"Jan 1, 1900", 13-16-0,205,Orthodox,PAIN INDUCER,73,73
3338,Remco Pardoel,"Jan 1, 1900", 9-6-1 (2 NC),260,Southpaw,GRIZZLY,75,75
3339,Ido Pariente,"Jan 1, 1900", 13-6-0,155,Orthodox,,68,68
3340,Won Sik Park,"Jan 1, 1900", 11-7-1 (1 NC),154,Orthodox,PARKY,71,71
3341,Ryan Parker,"Jan 1, 1900", 0-1-0,235,Southpaw,,75,75
3342,Larry Parker,"Jan 1, 1900", 13-6-1,205,Orthodox,,71,71
3343,Tyra Parker,"Jan 1, 1900", 4-5-0,115,Orthodox,,65,65
3344,Onassis Parungao,"Jan 1, 1900", 2-1-0,200,Unknown,,71,71
3345,Russell Patrick,"Jan 1, 1900", 6-4-0,145,Unknown,,69,69
3346,Michael Patt,"Jan 1, 1900", 12-4-0,205,Orthodox,,72,72
3347,Sarah Payant,"Jan 1, 1900", 1-4-0,115,Unknown,SOULJA,64,64
3348,Roland Payne,"Jan 1, 1900", 0-1-0,205,Orthodox,,69,69
3349,Yan Pellerin,"Jan 1, 1900", 11-13-0,205,Orthodox,WILD THING,71,71
3350,Justin Pennington,"Jan 1, 1900", 3-3-0,--,Unknown,,64,64
3351,Ray Perales,"Jan 1, 1900", 13-22-0,170,Orthodox,RELENTLESS,70,70
3352,Rolando Perez,"Jan 1, 1900", 7-5-2,135,Orthodox,,68,68
3353,Philip Perez,"Jan 1, 1900", 7-5-1 (2 NC),155,Southpaw,,65,65
3354,Tony Petarra,"Jan 1, 1900", 2-3-1,196,Orthodox,,71,71
3355,Cory Peterson,"Jan 1, 1900", 2-1-0,400,Orthodox,LA GIANT,83,83
3356,Nick Pica,"Jan 1, 1900", 5-1-0,185,Unknown,THE SILVERBACK,70,70
3357,Nick Piedmont,"Jan 1, 1900", 12-7-1,145,Unknown,NO LIMIT,70,70
3358,Philip Preece,"Jan 1, 1900", 10-14-0,205,Orthodox,,68,68
3359,Bubba Pugh,"Jan 1, 1900", 3-3-0,185,Unknown,,70,70
3360,Hugh Pulley,"Jan 1, 1900", 6-3-0,155,Unknown,,72,72
3361,Ryan Quinn,"Jan 1, 1900", 13-7-1,145,Unknown,,68,68
3362,Gilbert Rael,"Jan 1, 1900", 1-3-0,155,Unknown,,68,68
3363,Thomas Ramirez,"Jan 1, 1900", 0-1-0,410,Switch,,73,73
3364,Matt Ramirez,"Jan 1, 1900", 2-3-0,125,Unknown,THE MACHINE,65,65
3365,Steve Ramirez,"Jan 1, 1900", 5-2-0,125,Unknown,,67,67
3366,Andrew Ramm,"Jan 1, 1900", 4-4-0,160,Unknown,THE,73,73
3367,Raou Raou,"Jan 1, 1900", 0-1-0,195,Orthodox,,68,68
3368,Hussain Rasouli,"Jan 1, 1900", 2-3-0,135,Unknown,,66,66
3369,David Rasouri,"Jan 1, 1900", 2-3-0,155,Unknown,,67,67
3370,John Reedy,"Jan 1, 1900", 11-6-0,155,Unknown,THE WILD CHILD,68,68
3371,John Renken,"Jan 1, 1900", 18-28-4 (1 NC),190,Orthodox,THE SAINT,72,72
3372,Herman Renting,"Jan 1, 1900", 1-3-0,215,Switch,,72,72
3373,Kyle Reyes,"Jan 1, 1900", 15-7-0,145,Unknown,BOOM,68,68
3374,Johnny Rhodes,"Jan 1, 1900", 2-1-0,210,Orthodox,,72,72
3375,Rex Richards,"Jan 1, 1900", 7-2-0,265,Unknown,,77,77
3376,Albert Rios,"Jan 1, 1900", 13-6-0,145,Unknown,,68,68
3377,Mario Rivera,"Jan 1, 1900", 6-8-0,170,Unknown,,70,70
3378,Joey Roberts,"Jan 1, 1900", 4-3-0,200,Unknown,,74,74
3379,Tyrone Roberts,"Jan 1, 1900", 43-12-1,185,Orthodox,NATIVE WARRIOR,69,69
3380,Taylor Roberts,"Jan 1, 1900", 3-12-0,170,Unknown,,71,71
3381,Mark Robinson,"Jan 1, 1900", 1-0-0 (1 NC),265,Orthodox,WHITE RHINO,72,72
3382,Keith Rockel,"Jan 1, 1900", 12-4-1,185,Orthodox,ROCK,72,72
3383,Kevin Roddy,"Jan 1, 1900", 15-16-1 (1 NC),145,Unknown,K-ROD,71,71
3384,Paul Rodriguez,"Jan 1, 1900", 10-9-2,155,Orthodox,,67,67
3385,Pete Rogers Jr.,"Jan 1, 1900", 2-4-0,145,Unknown,THE HEAT,72,72
3386,Kevin Rosier,"Jan 1, 1900", 2-6-0,275,Orthodox,,76,76
3387,Rick Roufus,"Jan 1, 1900", 4-6-0,207,Southpaw,,72,72
3388,Ray Routh,"Jan 1, 1900", 2-1-0,185,Orthodox,,68,68
3389,Roberta Rovel,"Jan 1, 1900", 4-1-0,145,Unknown,CRUSHER,68,68
3390,Ryuta Sakurai,"Jan 1, 1900", 24-24-6,183,Orthodox,,67,67
3391,John Salgado,"Jan 1, 1900", 4-8-1,170,Unknown,GRECO,70,70
3392,Josh San Diego,"Jan 1, 1900", 8-3-0,135,Unknown,JSD,70,70
3393,Julian Sanchez,"Jan 1, 1900", 0-1-0,300,Orthodox,,75,75
3394,Bobby Sanchez,"Jan 1, 1900", 10-35-0,155,Orthodox,THE KID,67,67
3395,Jesse Sanders,"Jan 1, 1900", 23-7-0,170,Orthodox,,72,72
3396,Jonathan Santa Maria,"Jan 1, 1900", 3-4-0,125,Unknown,,69,69
3397,Luis Santos,"Jan 1, 1900", 63-10-1 (1 NC),170,Southpaw,,73,73
3398,Andre Santos,"Jan 1, 1900", 38-10-0,170,Unknown,CHATUBA,72,72
3399,Nick Sanzo,"Jan 1, 1900", 1-1-0,190,Unknown,,69,69
3400,Kyosuke Sasaki,"Jan 1, 1900", 3-7-4,183,Southpaw,,67,67
3401,Townsend Saunders,"Jan 1, 1900", 0-2-0,170,Orthodox,,65,65
3402,Chad W. Saunders,"Jan 1, 1900", 7-2-0,170,Orthodox,,70,70
